Country,Year,Data_Source,Data_Quality_Flag,Population_Total,Birth_Rate_per_1000,Death_Rate_per_1000,Population_Growth_pct,Fertility_Rate,Life_Expectancy_Years,Urbanization_pct,Infant_Mortality_per_1000,GDP_USD,GDP_per_Capita_USD,GDP_Growth_pct,Inflation_pct,Unemployment_pct,Trade_pct_of_GDP,CP_Birth_Rate,CP_Death_Rate,CP_Life_Expectancy,CP_Fertility_Rate,CP_Urbanization_pct,CP_Median_Age,CP_Pop_Growth_pct
Aruba,2020,World Bank Open Data (API) | citypopulation.de (supplement),Good,108587,9.688,6.842,-0.565684046703506,1.662,75.406,62.0028837566365,,2471419181.71957,22759.8071750722,-23.8979898352395,,,38.4394524015552,11.95,8.54,77.76,1.83,44.0,39.9,1.17
Aruba,2021,World Bank Open Data (API) | citypopulation.de (supplement),Good,107700,9.461,8.951,-0.82021108315363,1.631,73.655,61.9275339886843,,2880902798.92288,26749.3296093118,14.7306159219273,,,41.2023619972114,11.95,8.54,77.76,1.83,44.0,39.9,1.17
Aruba,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,107310,8.527,8.191,-0.362774222330685,1.615,76.226,61.8811657924257,,3324034443.26581,30975.9989121779,10.6364309604414,,,47.7431875958782,11.95,8.54,77.76,1.83,44.0,39.9,1.17
Aruba,2023,World Bank Open Data (API) | citypopulation.de (supplement),Good,107359,7.973,7.582,0.0456516784920034,1.602,76.353,61.8351492675589,,3834729616.12027,35718.7531191634,7.70679839650956,,,40.6286793585276,11.95,8.54,77.76,1.83,44.0,39.9,1.17
Aruba,2024,World Bank Open Data (API) | citypopulation.de (supplement),Good,107995,7.593,7.778,0.590657103226071,1.606,76.5,61.7909396819594,,4265650673.00236,39498.5941293797,6.81077669324542,,,38.6107566290881,11.95,8.54,77.76,1.83,44.0,39.9,1.17
Australia,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,23815995,12.9,6.6,1.43921665259925,1.814,82.4,86.8778642539361,3.3,1356805839935.9,56970.3613028094,2.16434780647852,1.50836803138463,6.055,29.1998300964504,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Australia,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,24190907,12.9,6.6,1.56194049810399,1.752,82.4487804878049,87.0166295249235,3.2,1211588128417.61,50084.4440606385,2.75564065529868,1.27699365720306,5.711,32.0880496334806,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Australia,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,24592588,12.6,6.5,1.64682779735017,1.741,82.5,87.12809266445,3.2,1330890554614.09,54117.547718609,2.29331030192918,1.94864309065653,5.592,34.5566356606503,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Australia,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,24963258,12.6,6.3,1.49599671041328,1.74,82.7487804878049,87.2267680845925,3.2,1433144978761.67,57410.1737346009,2.87417039499501,1.91140002818579,5.345,34.3638645983702,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Australia,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,25334826,12.1,6.7,1.47749071058438,1.657,82.9,87.3019647888406,3.2,1398349602956.35,55194.7585097428,2.19401703622717,1.610770929127,5.143,35.2250251981782,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Australia,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,25649248,11.5,6.3,1.23342825131378,1.581,83.2,87.2713470458985,3.2,1333336461648.09,51983.4523666382,-0.133531904304775,0.846900734607273,6.394,34.6984435892602,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Australia,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,25685412,12.1,6.7,0.14089508329287,1.7,83.3,87.2353407632761,3.2,1560617493202.69,60758.9044397144,2.00694844335034,2.86391284709318,5.022,38.8326417356959,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Australia,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,26018721,11.6,7.3,1.28931130985537,1.63,83.2,87.3343268253813,3.2,1695627535475.8,65169.5191118657,4.25304559238732,6.59409658717841,3.728,42.5725570561367,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Australia,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,26659922,10.8,6.875,2.43450716351535,1.499,83.0512195121951,87.4866955653765,3.1,1734451264655.6,65058.3773146674,3.58382100798981,5.59701792296707,3.668,37.9839441686945,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Australia,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,27196812,10.7,6.884,1.99383715356028,1.481,83.0512195121951,87.6021469990446,3.1,1757022451652.83,64603.9856308464,1.37340773365975,3.16656665428797,3.942,36.2641353501553,12.35,6.78,82.89,1.74,86.0,37.5,1.31
Austria,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,8642699,9.8,9.6,1.12099250236958,1.49,81.190243902439,67.5576175537383,3.1,379546097300.633,43915.228020857,1.30352331826198,0.896563335260319,5.802,81.3534909714603,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Austria,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,8736668,10,9.2,1.08139629872802,1.53,81.6414634146342,67.7218061923556,3,393687359770.273,45061.4993920192,2.11721964494312,0.891591752655362,6.064,78.6885817672096,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Austria,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,8797566,10,9.5,0.694621103604983,1.52,81.6439024390244,67.9051196052802,3,414926138132.691,47163.7425775142,2.27224992038207,2.08126911385586,5.561,82.8535414874395,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Austria,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,8840521,9.7,9.5,0.487071924768999,1.47,81.6926829268293,68.1046787227623,2.9,452582294972.775,51194.0749841299,2.48422114080024,1.99837981429548,4.933,83.6393743645607,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Austria,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,8879920,9.6,9.4,0.444673639004876,1.46,81.8951219512195,68.3176044750522,2.9,442983642371.842,49885.9947355204,1.75497619649288,1.53089564152643,4.56,82.0409525855442,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Austria,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,8916864,9.4,10.3,0.415176731565556,1.44,81.1926829268293,68.5410177924001,2.9,434397601557.696,48716.4098900349,-6.31825509209936,1.38191063351853,5.201,78.6990993444962,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Austria,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,8955797,9.6,10.3,0.435671684056384,1.48,81.190243902439,68.773601700253,2.8,480466363176.806,53648.6437976214,4.92309171717903,2.7666666666667,6.459,87.8991813719515,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Austria,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9041851,9.1,10.3,0.956287797076634,1.41,81.2951219512195,68.998085127906,2.8,473221298968.216,52336.7725223758,5.33096379400371,8.54686993188457,4.992,94.1310124821577,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Austria,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9131761,8.5,9.8,0.989464653969154,1.32,81.7926829268293,69.2265358276021,2.8,516670509628.876,56579.504175468,-0.786244288594673,7.81413417002831,5.264,87.1555452861932,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Austria,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9177982,8.4,9.6,0.504879813795986,1.31,81.9951219512195,69.4658181096788,2.8,534790720466.822,58268.8787651601,-0.659089573171372,2.93791574279375,5.2,79.6446130606383,9.48,9.85,82.07,1.5,59.0,44.5,0.32
Azerbaijan,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9649341,17.2,5.7,1.19120985807018,1.94,72.349,55.1570486328276,21.1,53076235354.746,5500.50364628486,1.04954641215085,4.02768573742725,4.96,48.6262822287606,14.03,6.93,73.88,1.87,56.0,32.6,0.71
Azerbaijan,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9757812,16.3,5.8,1.11785721013911,1.9,72.568,55.7574797205266,19.8,37866996882.9157,3880.6852276838,-3.06359842251706,12.4433748584372,5,57.033833622396,14.03,6.93,73.88,1.87,56.0,32.6,0.71
Azerbaijan,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9854033,14.6,5.8,0.98126180450475,1.75,72.694,56.4331887124691,18.6,40866627351.9817,4147.1981423222,0.153614661745507,12.9359184187334,5,59.3736297126154,14.03,6.93,73.88,1.87,56.0,32.6,0.71
Azerbaijan,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9939771,14,5.8,0.866316916370841,1.73,73.016,57.1841534654123,17.5,47112470051.7701,4739.7943123408,1.50040167167313,2.26854690373999,4.9,67.4619691242571,14.03,6.93,73.88,1.87,56.0,32.6,0.71
Azerbaijan,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10024283,14.1,5.6,0.846646726414021,1.81,73.29,58.1308191977779,16.5,48174235294.1176,4805.75371765917,2.47980879185565,2.61057182799215,5,69.1303137386106,14.03,6.93,73.88,1.87,56.0,32.6,0.71
Azerbaijan,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10093121,12.5,7.5,0.684365325388407,1.7,70.312,58.2934691761937,15.6,42693000000,4229.91064904503,-4.19896065333343,2.75980947008127,7.24,57.3044761436301,14.03,6.93,73.88,1.87,56.0,32.6,0.71
Azerbaijan,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10137750,11.1,7.6,0.441197735816311,1.52,70.999,58.3659969744818,14.7,54825411764.7059,5408.04535175023,5.61644027150554,6.65029912708778,6.04,61.8527046281673,14.03,6.93,73.88,1.87,56.0,32.6,0.71
Azerbaijan,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10141756,12.1,6,0.039507866238038,1.67,74.125,58.4382815854684,13.9,78807470588.2353,7770.594223351,4.71468033247649,13.8522590144267,5.65,66.855336945512,14.03,6.93,73.88,1.87,56.0,32.6,0.71
Azerbaijan,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10153958,11.1,5.9,0.120242150339289,1.55,74.429,58.5075350483702,13.2,72428470588.2353,7133.02838048328,1.35447749115767,8.7854304984908,5.64,70.6683429655547,14.03,6.93,73.88,1.87,56.0,32.6,0.71
Azerbaijan,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10202830,10,5.8,0.480155257252915,1.43,74.576,58.573795837717,12.5,74315882352.9412,7283.8499076179,4.07140205008956,2.21217188919901,5.648,64.06705873972,14.03,6.93,73.88,1.87,56.0,32.6,0.71
"Bahamas, The",2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,385346,12.607,7.832,0.794122280116855,1.574,73.805,82.2568571432361,12.3,11837600000,30719.405417469,0.997411675486745,1.86148302863371,12,30.4538082043657,,,,,,,
"Bahamas, The",2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,388055,11.983,7.94,0.700545015838571,1.495,74.042,82.1784378570728,12.2,11880900000,30616.5363157284,-1.15650811269629,-0.346376929989396,12.7,28.4321894805949,,,,,,,
"Bahamas, The",2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,390485,11.421,8.12,0.624247409539043,1.424,74.031,82.0814018736052,12.1,12446900000,31875.4881749619,3.3713988456489,1.51820700736147,9.8,31.3411371506158,,,,,,,
"Bahamas, The",2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,392717,11.263,8.276,0.569969444023085,1.404,74.062,81.9643158212241,12,12819200000,32642.3353203452,2.39795510823548,2.26586346678735,10,31.4684223664503,,,,,,,
"Bahamas, The",2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,394675,11.195,9.321,0.497339072752345,1.397,71.408,81.8257463283204,16,13277000000,33640.3369861278,-0.838585871193203,2.49123527368045,9.336,29.0577690743391,,,,,,,
"Bahamas, The",2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,395863,11.115,9.523,0.300555038290333,1.386,72.994,81.6642600232849,11.9,10363200000,26178.7537607708,-20.0893664891399,0.0385210980054557,12.016,24.5098039215686,,,,,,,
"Bahamas, The",2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,396373,11.023,11.259,0.128749531818761,1.382,70.752,81.4784235345083,11.7,12037000000,30367.8605757708,17.5861390037409,2.90491262928478,11.078,33.446872144222,,,,,,,
"Bahamas, The",2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,397538,10.942,8.558,0.293483989063331,1.379,74.491,81.3200717047725,11.6,13896800000,34957.1613279737,10.8779009410268,5.60540633583043,9.25,31.4316965056704,,,,,,,
"Bahamas, The",2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,399440,10.852,8.713,0.477303918283875,1.373,74.552,81.3213799173676,11.3,15271300000,38231.774484278,3.04824180553773,3.05291578969742,8.645,32.2434894213328,,,,,,,
"Bahamas, The",2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,401283,10.817,8.77,0.460334786075668,1.374,74.71,81.3249262966481,11.1,15832800000,39455.4466548546,3.37866553336166,0.409162489083286,9.049,35.4580364812288,,,,,,,
Bahrain,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1370322,15.36,2.084,4.15422184212278,2.113,80.338,100,6.3,32523297872.3404,23734.0551143019,2.50787205267615,1.84862742374976,1.164,89.0069639113042,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bahrain,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1423726,14.623,1.983,3.82316300255316,2.042,80.407,100,6.3,33884680851.0638,23800.001440631,3.81499327422425,2.78679347602044,1.19,71.9026987655251,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bahrain,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1501116,14.071,1.987,5.29314527321994,1.984,80.407,100,6.3,37204813829.7872,24784.7693514607,4.95383534123657,1.38671830576406,1.18,76.6594347991745,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bahrain,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1503091,13.641,2.035,0.131482303617889,1.911,80.412,100,6.4,39567978723.4043,26324.4066549559,2.05258864979861,2.08766938046978,1.188,83.1859525352275,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bahrain,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1483756,13.318,2.104,-1.29469437720599,1.843,80.471,100,6.5,40446808510.6383,27259.7438599327,2.05287774418655,1.00582004702136,1.217,77.5734876380852,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bahrain,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1472204,12.813,2.586,-0.781611308056263,1.86,78.683,100,6.6,35837632978.7234,24342.8444554718,-5.9113629524152,-2.31770629331378,1.765,74.6394161017295,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bahrain,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1504365,13.042,2.804,2.16102845934147,1.852,78.083,100,6.8,40840212765.9574,27147.8083882286,4.35004091668986,-0.60631938514085,1.548,89.5122662790637,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bahrain,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1524693,13.282,2.094,1.34221960637543,1.839,80.992,100,7,46458191489.3617,30470.5219276023,6.18016125475185,3.62574104304482,1.265,98.434739997298,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bahrain,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1577059,12.46,2.089,3.37686417721007,1.824,81.284,100,7.2,46192260638.2979,29290.1284215098,3.87811614845566,0.0746206782192255,1.049,86.9864333218757,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bahrain,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,1588670,12.033,2.21,0.733546811160036,1.805,81.423,100,7.3,47109734308.5106,29653.5682731534,2.60379670648454,0.919635459817651,1.084,84.6703989854471,12.5,2.81,79.67,1.68,90.0,32.9,0.9
Bangladesh,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,159383179,20.254,5.638,0.89381937776758,2.227,70.543,29.5395099477892,29.8,195146608978.131,1224.38647668165,6.55263987816197,6.19428022984983,4.397,38.1385053984415,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Bangladesh,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,160811932,20.226,5.575,0.892432416039535,2.227,71.075,29.8753915517965,28.5,265224515675.034,1649.28380858601,7.11347821270093,5.51352572692995,4.35,30.0371931294657,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Bangladesh,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,162186147,19.991,5.512,0.850917315689336,2.205,71.606,30.2015798381799,27.3,293732446624.596,1811.08221668646,6.59024999794057,5.70207015717238,4.372,30.1931233743973,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Bangladesh,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,163523103,20.069,5.442,0.820955197842845,2.193,72.122,30.5175656009959,26.2,321362752441.78,1965.24372731467,7.31941263014136,5.54362139486476,4.439,31.0387558116495,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Bangladesh,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,164913055,20.131,5.372,0.84641125179804,2.18,72.625,30.8228396343012,25.4,351231654603.692,2129.79896954606,7.88191515117722,5.59199639930629,4.504,28.0245241879077,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Bangladesh,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,166298024,20.289,6.126,0.836310836229073,2.175,71.421,31.1168927321524,24.8,373979442362.193,2248.85078828233,3.44801755122445,5.69107474746211,5.539,23.1052807219051,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Bangladesh,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,167658854,20.414,6.317,0.814977993693211,2.173,71.103,31.3992156886061,24.5,416271647911.014,2482.84917843357,6.93867912442445,5.54565430773473,5.457,29.9494334110044,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Bangladesh,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,169384897,20.583,5.037,1.02423384746683,2.179,74.265,31.673734726234,24.4,460131689083.083,2716.48592780431,7.09982877575158,7.69695437176898,4.593,30.3476164135234,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Bangladesh,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,171466990,20.353,5.01,1.22171475464107,2.163,74.672,32.1578465036834,24.4,437415333018.291,2551.01773827307,5.77511237007889,9.8835030377921,3.352,25.399201082728,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Bangladesh,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,173562364,19.988,5.105,1.21462115417186,2.138,74.93,32.6783196323307,24.4,450119432068.852,2593.41611680774,4.22325911250161,10.4657482763412,3.635,25.5765452006502,17.88,5.44,74.43,2.1,38.0,27.9,0.95
Barbados,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,278990,11.798,9.324,0.230380947989644,1.726,76.055,59.2450700899645,11.7,5698150000,20424.2087530019,-1.17048018967635,-1.11278992510958,9.803,36.8716162263191,10.96,,78.31,1.7,31.0,39.5,0.28
Barbados,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,279598,11.706,9.36,0.217691837314076,1.724,76.168,59.2510255301153,11.5,5674600000,20295.5672072046,1.49650622520576,1.28192813061895,8.247,37.6942868219786,10.96,,78.31,1.7,31.0,39.5,0.28
Barbados,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,280171,11.628,9.427,0.204727378663704,1.724,76.237,59.25926986892,11.2,5683150000,20284.5762052461,0.708386729317951,4.66018463955995,8.62,36.687400473329,10.96,,78.31,1.7,31.0,39.5,0.28
Barbados,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,280711,11.539,9.459,0.192553930005438,1.72,76.378,59.270175311893,10.9,6001950000,21381.2426303209,-1.2760241773002,3.1060057242059,8.321,33.7556960654454,10.96,,78.31,1.7,31.0,39.5,0.28
